uid,浏览量,点赞量,完整观看数,观看作者数,观看作品数,bgm收听数,观看作品平均时长,所在过的城市数,观看作品的所在城市数
61225,3,0,0,3,3,3,9.666666666666666,1,1
40885,5,0,3,5,5,4,15.0,2,4
61581,2,0,1,2,2,2,24.0,1,2
69701,5,0,4,5,5,5,9.8,1,5
58749,3,0,1,3,3,3,8.666666666666666,1,3
3107,9,0,5,9,9,9,10.777777777777779,1,9
53235,5,0,1,5,5,5,9.6,1,5
54354,3,0,1,3,3,3,6.0,1,2
44549,9,0,2,9,9,9,14.0,1,8
12911,2,0,0,2,2,2,6.0,1,2
39024,4,0,3,4,4,3,11.5,1,4
26897,1,0,1,1,1,1,9.0,1,1
54971,8,0,3,8,8,8,10.25,1,8
27672,5,0,5,5,5,3,7.4,1,5
16334,1,0,0,1,1,1,3.0,1,1
64969,3,0,2,3,3,3,12.666666666666666,1,3
53965,3,0,1,3,3,3,9.0,1,3
29662,2,0,0,2,2,2,32.5,1,2
9080,15,0,1,14,15,14,10.8,1,12
22955,2,0,1,2,2,2,12.0,1,2
15688,1,0,0,1,1,1,7.0,1,1
40896,2,0,1,2,2,2,9.5,1,2
29256,11,0,3,11,11,9,8.909090909090908,1,11
61866,3,0,2,3,3,3,9.333333333333334,1,3
19521,5,0,2,5,5,4,9.8,1,5
20917,4,0,2,4,4,4,12.5,1,4
35864,1,0,0,1,1,1,9.0,1,1
27565,7,0,6,7,7,7,13.571428571428571,2,7
51898,1,0,0,1,1,1,41.0,1,1
47503,1,0,1,1,1,1,10.0,1,1
67645,2,0,2,2,2,2,13.0,1,2
66082,4,0,3,4,4,4,11.0,1,4
11973,7,0,4,7,7,7,10.857142857142858,1,7
31777,1,0,0,1,1,1,8.0,1,1
30373,6,0,4,6,6,6,12.833333333333334,1,6
1925,1,0,0,1,1,1,10.0,1,1
62925,3,0,3,3,3,3,12.666666666666666,1,3
18476,2,0,2,2,2,2,8.0,1,2
65099,1,0,1,1,1,1,9.0,1,1
27256,6,0,2,6,6,6,9.166666666666666,1,6
10247,4,0,3,4,4,4,8.5,1,4
64410,1,0,0,1,1,1,7.0,1,1
52215,2,0,0,2,2,2,9.5,1,2
64911,9,0,1,9,9,9,12.0,1,2
14566,1,0,0,1,1,1,9.0,1,1
50148,5,0,5,5,5,5,10.2,1,5
55529,6,0,1,6,6,6,10.666666666666666,1,6
54653,10,0,6,10,10,9,9.7,1,10
27533,4,0,1,4,4,4,11.25,1,4
58395,5,0,3,5,5,5,17.2,1,5
44795,4,0,2,4,4,4,8.75,1,4
27916,1,0,1,1,1,1,5.0,1,1
50695,1,0,0,1,1,1,10.0,1,1
51030,5,0,2,5,5,5,14.0,1,5
18975,6,0,3,6,6,6,11.333333333333334,1,5
52037,1,0,1,1,1,1,9.0,1,1
28100,8,0,2,7,8,7,8.5,1,7
51129,1,0,0,1,1,1,23.0,1,1
22556,2,0,1,2,2,2,15.5,1,2
17429,5,0,4,5,5,5,14.4,1,5
69413,2,0,1,2,2,2,15.0,1,2
34815,3,0,1,3,3,3,9.666666666666666,1,3
35557,9,0,5,8,9,8,12.444444444444445,1,8
10397,13,0,11,13,13,13,9.461538461538462,1,13
64515,2,0,0,2,2,2,9.5,1,2
39671,7,0,3,7,7,7,14.857142857142858,1,6
27016,6,0,4,6,6,6,9.5,1,5
68639,2,0,1,2,2,2,10.5,1,2
54957,2,0,0,2,2,2,11.5,1,2
59395,2,0,1,2,2,2,9.0,2,2
22251,2,0,1,2,2,2,10.0,1,2
26594,2,0,1,2,2,2,9.5,1,2
63129,1,0,0,1,1,1,9.0,1,1
21094,6,0,4,5,6,6,6.166666666666667,1,5
69471,1,0,1,1,1,1,10.0,1,1
16419,2,0,0,2,2,2,9.5,1,2
53302,5,0,2,5,5,4,10.6,2,3
53493,3,0,3,3,3,3,7.333333333333333,1,3
43711,3,0,3,3,3,3,9.333333333333334,1,3
21186,2,0,0,2,2,2,9.5,1,2
15771,3,0,1,3,3,3,11.666666666666666,1,3
48642,9,0,3,9,9,8,10.555555555555555,2,9
66270,1,0,0,1,1,1,10.0,1,1
29654,3,0,1,3,3,3,9.0,2,3
70697,1,0,0,1,1,1,21.0,1,1
40646,2,0,1,2,2,2,13.0,1,2
61554,2,0,1,2,2,2,17.0,1,2
38669,3,0,1,3,3,3,9.333333333333334,1,3
3765,12,0,8,12,12,12,13.083333333333334,1,12
66411,1,0,1,1,1,1,10.0,1,1
25261,12,2,5,12,12,11,9.416666666666666,2,12
69970,7,0,4,7,7,7,12.0,1,7
28395,1,0,1,1,1,1,21.0,1,1
25072,5,0,4,5,5,5,8.0,1,5
59448,1,0,0,1,1,1,9.0,1,1
69060,1,0,1,1,1,1,9.0,1,1
48242,4,0,4,4,4,4,9.0,1,4
59192,3,0,2,3,3,3,7.666666666666667,1,3
39644,4,0,1,4,4,4,11.25,1,4
49346,3,0,1,3,3,3,16.333333333333332,2,3
33882,17,0,14,17,17,15,8.941176470588236,5,16
69828,1,0,0,1,1,1,9.0,1,1
37800,4,1,3,4,4,4,9.75,1,4
39835,6,0,3,6,6,6,22.5,1,6
21706,8,0,4,8,8,8,10.625,1,8
55197,4,0,3,4,4,4,10.0,1,4
59915,5,0,3,5,5,5,9.6,1,5
48118,10,0,0,9,10,10,9.0,1,8
51178,4,0,1,4,4,4,11.75,2,4
48021,3,0,2,3,3,3,10.0,1,3
54677,2,0,2,2,2,2,6.0,1,2
61335,3,0,1,3,3,3,10.0,1,3
41770,3,0,3,3,3,3,24.333333333333332,1,3
30527,2,0,2,2,2,2,9.5,1,2
69636,1,0,1,1,1,1,21.0,1,1
68033,2,0,1,2,2,2,8.0,1,2
53609,1,0,1,1,1,1,10.0,1,1
3601,2,0,2,2,2,2,8.5,1,2
57987,2,0,0,2,2,2,10.0,1,2
30984,9,0,3,9,9,9,15.11111111111111,1,8
31503,7,0,4,7,7,7,9.142857142857142,1,7
21114,3,0,3,3,3,3,17.0,1,3
21674,1,0,0,1,1,1,41.0,1,1
52801,4,0,1,4,4,4,7.25,1,3
38432,3,1,0,3,3,3,11.666666666666666,1,3
22433,8,0,4,8,8,8,11.125,2,8
49388,2,0,1,2,2,2,6.5,1,2
54287,12,0,11,12,12,11,10.416666666666666,1,12
33862,2,0,2,2,2,2,5.0,1,2
13015,3,0,1,3,3,3,7.333333333333333,1,3
32504,11,0,7,11,11,11,10.181818181818182,1,11
13551,11,0,2,10,11,11,9.909090909090908,1,9
11256,3,0,1,3,3,3,13.333333333333334,1,3
40714,3,0,3,3,3,3,19.0,1,3
68534,1,0,0,1,1,1,10.0,1,1
58520,4,0,2,4,4,4,9.25,1,4
45401,7,0,2,7,7,7,9.0,1,7
17494,5,0,4,5,5,5,12.0,1,5
60281,3,0,0,3,3,3,11.333333333333334,1,3
36792,3,0,2,3,3,3,8.666666666666666,1,3
21465,6,0,1,6,6,6,10.666666666666666,1,6
27084,4,0,3,4,4,4,9.5,1,4
49765,12,0,6,12,12,12,9.25,1,12
40650,7,0,4,7,7,7,10.142857142857142,1,6
49261,5,0,3,5,5,5,9.0,1,5
36347,3,0,2,3,3,3,8.333333333333334,2,3
62016,5,0,4,5,5,5,8.2,1,5
64805,5,0,4,5,5,5,8.6,1,5
11171,11,0,7,11,11,11,9.272727272727273,1,11
15614,2,0,0,2,2,2,9.5,1,2
33322,3,0,0,3,3,3,7.666666666666667,1,3
5972,3,0,3,3,3,3,9.0,2,3
59526,2,0,2,2,2,2,10.0,1,2
5821,1,0,0,1,1,1,9.0,1,1
54608,6,0,3,6,6,6,11.166666666666666,1,5
68948,1,0,1,1,1,1,31.0,1,1
61660,2,0,1,2,2,2,10.0,1,2
42523,1,0,0,1,1,1,14.0,1,1
64693,2,0,0,2,2,2,6.5,1,2
59036,4,0,3,4,4,4,10.0,1,3
36340,7,0,2,7,7,7,9.714285714285714,1,6
60133,1,0,1,1,1,1,6.0,1,1
48711,8,0,1,8,8,8,10.5,1,7
55376,3,0,3,3,3,3,9.333333333333334,1,3
31240,6,0,1,6,6,6,13.833333333333334,1,6
23180,7,0,3,4,7,7,12.142857142857142,1,4
28510,1,0,0,1,1,1,9.0,1,1
47444,10,0,5,10,10,10,13.7,1,10
65917,8,0,6,8,8,7,10.125,1,8
46933,1,0,1,1,1,1,10.0,1,1
28522,8,0,5,8,8,7,13.375,1,6
11200,5,0,1,5,5,5,10.2,1,5
38551,21,0,5,21,21,21,11.238095238095237,1,19
38409,11,0,8,10,11,9,9.818181818181818,1,10
29163,2,0,1,2,2,2,10.0,1,2
61036,3,0,2,3,3,3,9.666666666666666,1,3
27196,1,0,0,1,1,1,9.0,1,1
63077,6,0,4,6,6,6,11.5,1,6
38020,1,0,1,1,1,1,10.0,1,1
54755,4,0,4,4,4,4,8.5,1,4
43383,8,0,2,8,8,8,9.625,2,7
41936,1,0,1,1,1,1,10.0,1,1
36446,2,0,1,1,2,2,9.5,1,1
28967,1,0,1,1,1,1,28.0,1,1
55677,5,0,0,5,5,4,15.0,1,4
65249,2,0,0,2,2,2,7.0,1,2
62908,1,0,1,1,1,1,9.0,1,1
40444,6,0,5,6,6,6,11.5,1,6
39470,3,0,2,3,3,3,18.333333333333332,1,3
39286,5,0,1,5,5,5,10.0,1,5
52396,1,0,0,1,1,1,39.0,1,1
24334,1,0,1,1,1,1,10.0,1,1
3498,8,0,4,8,8,8,9.625,1,7
23473,3,0,2,3,3,3,20.666666666666668,1,2
51387,4,0,2,4,4,4,12.75,1,4
68500,4,0,3,4,4,4,6.25,1,4
36879,1,0,1,1,1,1,9.0,1,1
65685,4,0,4,4,4,4,9.25,1,4
66937,1,0,1,1,1,1,21.0,1,1
44469,11,0,7,11,11,11,9.545454545454545,1,10
61177,7,0,1,7,7,7,11.285714285714286,1,7
55438,1,0,0,1,1,1,10.0,1,1
43044,3,1,1,3,3,3,13.666666666666666,1,3
45908,3,0,3,3,3,3,12.0,1,3
41803,6,0,6,6,6,5,9.833333333333334,1,6
43497,1,0,1,1,1,1,9.0,1,1
30023,2,0,1,2,2,2,9.0,1,2
51144,2,0,0,2,2,2,14.0,1,2
43296,2,0,1,2,2,2,10.0,1,2
40325,10,0,5,10,10,10,15.4,1,9
64440,4,0,3,4,4,4,12.5,1,4
29001,3,0,1,3,3,3,15.0,1,3
60147,3,0,1,3,3,3,11.0,1,3
7846,6,0,5,6,6,6,15.666666666666666,2,5
49844,1,0,0,1,1,1,8.0,1,1
52011,3,0,2,3,3,2,8.0,1,3
59040,4,0,2,4,4,3,13.75,1,4
35678,10,5,7,10,10,10,7.3,1,10
17725,1,0,1,1,1,1,30.0,1,1
50522,1,0,0,1,1,1,40.0,1,1
67846,1,0,1,1,1,1,22.0,1,1
35260,2,0,2,2,2,1,8.5,1,2
41232,4,0,3,4,4,3,7.75,1,4
47091,5,0,4,5,5,5,9.8,1,5
2956,3,0,1,3,3,3,11.666666666666666,1,3
58968,2,0,2,2,2,2,10.0,1,2
34938,8,0,6,8,8,8,12.875,1,8
37477,5,0,4,5,5,5,14.4,1,5
38957,6,0,2,6,6,6,14.666666666666666,2,6
28188,2,0,2,2,2,2,24.0,1,2
60427,1,0,1,1,1,1,42.0,1,1
64333,1,0,1,1,1,1,10.0,1,1
35240,4,0,3,4,4,4,9.25,1,4
23978,2,0,2,2,2,2,14.0,1,2
41474,6,0,4,6,6,6,19.333333333333332,1,6
9642,3,0,1,3,3,3,12.666666666666666,1,3
24543,1,0,0,1,1,1,10.0,1,1
24413,2,0,1,2,2,2,11.5,1,2
50050,3,0,1,3,3,3,7.666666666666667,1,3
12521,9,0,3,9,9,9,11.11111111111111,1,9
4305,5,0,2,5,5,5,17.2,1,5
53289,2,0,2,2,2,2,9.0,1,2
33424,4,0,4,4,4,4,17.25,1,4
9224,6,0,5,6,6,5,13.0,2,6
27175,4,0,2,4,4,4,16.25,2,4
16856,4,0,3,4,4,4,14.0,1,4
26809,6,0,4,6,6,6,9.666666666666666,2,5
37316,5,0,5,5,5,5,14.6,1,5
65860,1,0,0,1,1,1,7.0,1,1
59072,4,0,2,4,4,4,17.75,1,4
33575,1,0,0,1,1,1,9.0,1,1
26530,2,0,1,2,2,2,14.0,1,2
20033,2,0,0,2,2,2,8.5,1,2
40491,2,0,0,2,2,2,8.5,1,2
28981,2,0,1,2,2,2,9.5,1,2
21324,1,0,1,1,1,1,10.0,1,1
31424,3,0,2,3,3,2,24.0,1,3
67185,4,0,4,4,4,4,8.75,1,4
50000,5,0,3,5,5,5,18.8,1,5
49361,6,0,5,6,6,6,12.0,1,6
27313,2,0,0,2,2,2,10.0,1,2
27404,3,0,0,3,3,3,12.666666666666666,1,3
46463,6,0,2,6,6,6,8.666666666666666,1,6
39733,8,0,3,8,8,8,12.0,1,8
17594,2,0,0,2,2,2,9.0,1,2
58703,2,0,1,2,2,2,9.5,1,2
38685,8,0,2,8,8,8,10.5,1,8
34271,6,0,4,6,6,6,12.333333333333334,3,5
50220,2,0,0,2,2,2,9.5,1,2
60141,1,0,1,1,1,1,11.0,1,1
46215,3,0,3,3,3,3,6.666666666666667,1,3
67174,3,0,1,3,3,3,9.666666666666666,1,3
28032,2,0,2,2,2,2,20.5,1,2
49319,1,0,0,1,1,1,5.0,1,1
36818,5,0,2,5,5,5,8.8,1,5
23475,6,0,0,6,6,6,9.0,2,6
67590,2,0,0,2,2,2,12.5,1,2
35210,2,0,1,2,2,2,9.5,1,2
24965,5,0,4,5,5,5,11.6,1,5
62780,3,0,2,3,3,3,12.0,1,3
40246,5,0,1,5,5,5,8.4,2,5
65419,5,0,5,5,5,5,15.4,1,5
64813,2,0,0,2,2,2,25.0,1,2
62726,2,0,2,2,2,2,13.5,1,2
30018,4,0,2,4,4,4,9.5,2,4
9548,9,0,4,9,9,9,10.555555555555555,1,9
41876,3,0,3,3,3,3,11.0,1,3
54097,1,0,1,1,1,1,9.0,1,1
65338,2,0,2,2,2,2,9.5,1,2
29851,6,1,1,6,6,6,9.833333333333334,2,6
46090,1,0,0,1,1,1,10.0,1,1
39528,5,0,2,5,5,5,11.2,1,5
49092,4,0,0,4,4,4,17.0,1,4
23618,3,0,1,3,3,3,10.333333333333334,1,3
39100,11,0,7,11,11,9,13.272727272727273,1,11
57815,8,0,6,8,8,8,11.125,1,8
24018,2,0,2,1,2,2,18.5,1,1
17017,8,0,1,7,8,7,7.625,2,7
23551,8,0,7,8,8,8,10.625,1,8
669,7,0,3,7,7,7,8.714285714285714,1,7
64799,4,0,2,4,4,4,11.25,1,4
17454,6,0,6,6,6,6,11.666666666666666,2,6
50211,5,0,4,5,5,5,9.4,2,5
5451,2,0,2,2,2,2,8.5,1,2
13490,10,0,5,10,10,9,12.4,1,9
67258,1,0,0,1,1,1,14.0,1,1
56472,2,0,2,2,2,2,9.5,1,2
1049,7,0,3,7,7,7,10.428571428571429,1,7
68152,2,0,2,2,2,2,9.5,1,2
36742,6,0,5,6,6,6,8.666666666666666,1,6
22927,4,0,2,4,4,4,11.0,3,4
41423,3,0,3,3,3,3,8.666666666666666,1,3
59510,3,0,2,3,3,3,12.0,1,3
31251,6,0,3,6,6,6,11.166666666666666,3,6
27946,5,0,2,5,5,5,11.8,1,5
11465,5,0,3,5,5,5,11.4,1,5
38534,5,0,2,5,5,5,12.0,1,5
23421,4,0,2,4,4,4,16.5,1,4
37260,6,0,5,6,6,6,22.333333333333332,1,5
46505,3,0,0,3,3,3,9.333333333333334,1,3
57907,1,0,1,1,1,1,14.0,1,1
58117,3,1,1,3,3,3,10.0,1,3
13353,5,0,2,5,5,5,13.6,1,5
24538,7,0,2,7,7,7,9.0,1,6
70084,2,0,0,2,2,2,16.0,1,2
54074,2,0,1,2,2,2,15.5,1,2
50773,5,0,4,5,5,5,10.0,1,5
51280,3,0,1,3,3,3,16.333333333333332,1,3
23533,2,0,2,2,2,2,10.0,1,2
47803,7,0,6,7,7,6,15.285714285714286,1,7
27503,2,0,0,2,2,2,8.0,1,2
67080,2,0,2,2,2,2,8.5,1,2
59230,1,0,0,1,1,1,7.0,1,1
26861,2,0,1,2,2,2,8.5,1,2
29344,1,0,0,1,1,1,7.0,1,1
20939,2,0,1,2,2,2,9.0,1,2
24977,6,3,6,6,6,6,12.5,1,5
28362,2,0,2,2,2,2,14.0,1,2
66562,1,0,1,1,1,1,9.0,1,1
47139,7,0,5,7,7,7,11.142857142857142,1,7
47724,11,0,8,11,11,11,16.181818181818183,1,9
17201,1,0,1,1,1,1,10.0,1,1
34332,3,0,0,3,3,3,10.0,1,3
49082,4,0,4,4,4,4,8.5,1,3
41630,4,0,2,4,4,4,7.25,1,4
16733,4,0,4,4,4,4,10.25,1,4
59227,1,0,0,1,1,1,10.0,1,1
26910,1,0,0,1,1,1,7.0,1,1
11273,5,0,2,4,5,5,10.8,1,4
50524,6,0,4,6,6,6,13.0,2,6
26647,7,0,1,7,7,7,11.857142857142858,1,7
1085,5,0,3,5,5,5,10.6,1,5
16552,4,0,1,4,4,4,11.75,1,4
35712,4,0,2,4,4,4,8.5,1,4
55256,4,0,3,4,4,4,9.25,1,4
55404,1,0,1,1,1,1,9.0,1,1
43489,3,0,2,3,3,3,14.333333333333334,2,3
65958,1,0,1,1,1,1,5.0,1,1
67193,3,0,0,3,3,3,9.333333333333334,1,3
28391,3,0,2,3,3,3,10.666666666666666,1,3
57787,2,0,1,2,2,2,8.0,1,2
50168,1,0,0,1,1,1,11.0,1,1
44434,10,0,7,10,10,10,8.7,1,8
34577,5,0,3,5,5,5,12.0,1,4
7761,8,0,8,8,8,8,10.875,1,8
48875,9,0,4,9,9,9,16.11111111111111,1,9
42058,1,0,1,1,1,1,5.0,1,1
64061,1,0,1,1,1,1,9.0,1,1
16949,5,0,4,5,5,5,9.8,1,5
50164,9,0,5,9,9,9,7.666666666666667,1,9
13584,16,0,13,15,16,15,10.875,3,15
31757,23,0,16,23,23,22,10.08695652173913,1,18
62466,2,0,1,2,2,2,9.5,1,2
56378,3,0,0,3,3,3,8.333333333333334,1,2
62777,1,0,1,1,1,1,10.0,1,1
32462,9,0,3,9,9,9,13.0,1,9
40958,1,0,0,1,1,1,10.0,1,1
39951,2,0,1,2,2,2,9.5,1,2
28041,4,0,4,4,4,4,9.0,1,4
53867,4,0,1,4,4,3,10.25,1,4
53935,3,0,1,3,3,3,6.0,1,3
25047,7,0,6,7,7,7,9.571428571428571,1,6
54855,6,0,3,5,6,6,14.666666666666666,1,5
44394,5,0,3,5,5,5,10.2,2,4
3390,17,0,10,17,17,17,9.352941176470589,1,16
59249,5,0,4,5,5,5,10.8,1,5
59301,4,0,1,4,4,4,7.75,1,4
69352,1,0,1,1,1,1,10.0,1,1
4596,5,0,3,5,5,5,7.4,1,5
69679,1,0,1,1,1,1,9.0,1,1
37827,3,0,0,3,3,3,9.666666666666666,1,3
52250,1,0,1,1,1,1,21.0,1,1
68116,2,0,1,2,2,1,15.5,1,2
40635,2,0,2,2,2,2,14.0,1,2
62186,2,0,0,2,2,2,15.5,1,2
42121,4,0,1,4,4,4,8.5,1,4
38022,6,0,3,6,6,6,15.833333333333334,1,5
43825,6,0,1,6,6,6,10.5,1,3
1799,2,0,2,2,2,2,20.5,1,2
64588,4,0,1,4,4,4,9.75,1,4
48992,9,0,1,9,9,9,12.444444444444445,1,9
68080,2,0,1,2,2,2,8.5,1,2
55160,2,0,2,2,2,2,11.5,1,2
50426,7,0,2,6,7,7,6.857142857142857,1,5
55818,4,0,2,4,4,4,11.5,1,4
4031,2,0,1,2,2,2,4.5,1,2
23584,1,0,1,1,1,1,9.0,1,1
40981,2,0,2,2,2,2,14.0,1,2
32824,4,0,3,4,4,4,12.75,1,4
40864,4,0,1,4,4,4,16.25,1,4
24212,2,0,1,2,2,2,10.0,1,2
55906,7,0,1,7,7,7,13.285714285714286,1,7
40939,3,0,1,3,3,3,13.0,1,3
58455,2,0,2,2,2,2,8.5,1,2
39818,11,0,1,11,11,11,9.909090909090908,1,9
47123,3,0,0,3,3,3,13.666666666666666,1,3
25226,3,0,0,3,3,3,15.333333333333334,1,3
15952,7,0,1,7,7,7,9.285714285714286,1,7
23214,2,0,0,2,2,2,9.5,1,2
65852,2,0,0,2,2,2,9.5,1,2
36426,5,0,3,5,5,5,11.2,1,1
69496,2,0,0,2,2,2,10.0,1,2
65476,1,0,0,1,1,1,39.0,1,1
66083,9,0,6,9,9,9,10.555555555555555,1,9
24110,4,0,2,4,4,4,9.25,1,4
30132,3,0,2,2,3,3,8.0,1,2
8468,8,0,5,8,8,6,10.5,1,8
53264,2,0,0,2,2,2,9.5,1,1
54521,1,0,0,1,1,1,10.0,1,1
59859,8,0,4,8,8,8,9.625,1,7
53739,4,0,0,4,4,4,10.0,1,4
61997,9,5,8,9,9,9,10.666666666666666,1,9
41914,1,0,0,1,1,1,9.0,1,1
58612,7,0,3,7,7,7,9.571428571428571,2,7
62841,4,0,1,4,4,4,8.25,1,4
14528,28,0,6,28,28,27,12.178571428571429,1,27
62550,2,0,0,2,2,2,9.0,1,2
68296,1,0,0,1,1,1,18.0,1,1
57880,2,0,2,2,2,2,9.5,1,2
34976,6,0,4,6,6,6,16.5,1,6
68103,3,0,1,3,3,3,11.0,1,3
43157,1,0,1,1,1,1,10.0,1,1
33499,8,0,6,8,8,8,13.25,1,8
61138,3,0,1,3,3,3,8.333333333333334,1,3
58105,6,0,3,6,6,6,11.5,2,6
70471,1,0,0,1,1,1,20.0,1,1
66802,2,0,2,2,2,2,18.5,1,2
62714,3,0,1,3,3,3,9.666666666666666,1,3
60826,2,0,1,2,2,2,13.0,1,2
59334,2,0,1,2,2,2,6.0,1,2
60445,1,0,0,1,1,1,19.0,1,1
51737,7,0,3,7,7,7,14.428571428571429,1,7
61957,10,0,4,9,10,10,9.3,1,9
20558,1,1,0,1,1,1,18.0,1,1
28675,4,0,4,4,4,4,9.75,1,4
24007,3,0,2,3,3,3,9.0,1,3
25840,6,0,4,6,6,6,7.833333333333333,1,6
35000,10,0,5,8,10,10,9.4,1,8
43657,6,0,6,6,6,6,8.666666666666666,1,5
70321,2,0,1,2,2,2,8.0,1,2
26968,8,0,4,7,8,8,9.5,1,7
41488,1,0,1,1,1,1,10.0,1,1
26319,2,0,1,2,2,2,8.5,1,2
53029,6,0,4,6,6,6,7.666666666666667,1,6
57792,2,0,1,2,2,2,9.5,1,2
68053,1,0,1,1,1,1,10.0,1,1
24697,3,0,1,3,3,3,7.333333333333333,1,3
66453,1,0,1,1,1,1,39.0,1,1
39962,3,0,1,3,3,3,11.333333333333334,1,3
66813,1,0,0,1,1,1,7.0,1,1
41277,13,0,5,13,13,13,8.846153846153847,1,11
63335,1,0,1,1,1,1,6.0,1,1
53698,6,0,3,6,6,6,9.0,1,6
21481,1,0,0,1,1,1,21.0,1,1
48801,1,1,1,1,1,1,4.0,1,1
19289,8,0,4,8,8,8,12.0,1,8
22410,3,0,2,3,3,3,8.666666666666666,1,3
23412,5,0,4,5,5,5,7.0,1,5
34363,10,0,4,10,10,10,11.0,2,9
8623,18,0,13,18,18,17,16.166666666666668,2,15
25018,5,0,2,5,5,5,14.2,1,5
42719,1,0,1,1,1,1,8.0,1,1
54695,3,0,1,3,3,3,12.666666666666666,1,3
27290,1,0,1,1,1,1,10.0,1,1
18693,1,0,1,1,1,1,9.0,1,1
69680,1,0,0,1,1,1,10.0,1,1
12869,5,0,3,5,5,5,12.2,1,4
13845,6,0,0,6,6,6,10.333333333333334,1,6
62485,1,0,1,1,1,1,7.0,1,1
68224,1,0,1,1,1,1,19.0,1,1
2591,5,0,1,5,5,5,9.4,1,5
43040,2,0,2,2,2,2,17.5,1,2
56273,7,0,6,7,7,7,9.0,3,7
69691,1,0,0,1,1,1,7.0,1,1
58605,8,0,1,8,8,8,10.0,1,8
4939,2,0,0,2,2,2,6.5,1,2
70493,2,0,0,2,2,2,10.0,1,2
64438,4,0,4,4,4,4,17.25,1,4
17906,3,0,1,3,3,3,19.666666666666668,1,2
52900,1,0,1,1,1,1,16.0,1,1
67192,5,0,0,5,5,5,9.0,1,5
40926,1,0,1,1,1,1,10.0,1,1
39701,3,0,2,3,3,3,13.333333333333334,1,3
44872,3,0,2,3,3,3,8.333333333333334,1,3
9133,1,0,0,1,1,1,10.0,1,1
62543,3,0,2,2,3,3,19.333333333333332,1,2
49689,2,0,1,2,2,2,8.0,1,2
19646,3,0,2,3,3,3,20.666666666666668,1,3
49241,4,0,3,4,4,4,25.75,1,4
60362,3,0,3,3,3,3,9.0,1,3
45939,2,0,0,2,2,2,9.5,1,1
53664,4,0,2,4,4,4,12.0,1,4
56547,6,0,2,6,6,6,13.333333333333334,1,6
61523,3,0,0,3,3,3,19.0,1,3
33949,5,0,2,5,5,5,7.6,1,5
33793,1,0,1,1,1,1,9.0,1,1
38488,1,0,1,1,1,1,12.0,1,1
67696,2,0,2,2,2,2,24.0,1,2
41818,1,0,0,1,1,1,10.0,1,1
24521,7,0,2,7,7,6,13.285714285714286,1,7
43960,9,0,4,9,9,9,8.444444444444445,1,8
56377,5,0,4,5,5,5,9.6,1,4
53839,7,0,1,7,7,7,11.142857142857142,2,7
53514,2,0,1,2,2,2,8.0,1,2
57956,4,0,0,4,4,4,7.75,1,4
39453,2,0,1,2,2,2,9.5,2,2
6420,2,0,1,2,2,2,15.5,1,2
58446,2,0,2,2,2,2,9.5,1,2
58264,4,0,1,4,4,4,12.25,1,4
41397,6,0,3,6,6,6,22.166666666666668,1,6
17572,4,0,3,4,4,4,16.75,1,4
10207,4,0,2,4,4,4,8.5,1,4
60225,1,0,0,1,1,1,6.0,1,1
11760,7,0,5,7,7,7,8.857142857142858,1,6
10189,4,0,0,4,4,4,8.75,2,4
68860,1,0,0,1,1,1,9.0,1,1
64832,1,0,1,1,1,1,10.0,1,1
11911,2,0,0,2,2,2,15.0,1,2
16525,1,0,1,1,1,1,10.0,1,1
16267,3,0,2,3,3,3,7.333333333333333,1,3
66236,6,0,3,5,6,6,9.833333333333334,1,4
51666,7,1,6,7,7,6,16.142857142857142,1,7
61048,12,0,1,12,12,12,9.666666666666666,1,4
49286,2,0,1,2,2,2,10.0,1,2
43461,3,0,1,3,3,3,12.333333333333334,1,3
59496,3,0,1,3,3,3,8.0,1,3
26256,4,0,0,4,4,4,9.75,2,4
47989,1,0,0,1,1,1,9.0,1,1
64492,8,0,3,8,8,8,8.5,1,8
27025,2,0,1,2,2,2,10.0,1,2
56314,2,0,2,2,2,2,15.5,1,2
42014,1,0,1,1,1,1,9.0,1,1
18566,2,0,0,2,2,2,9.0,1,2
68008,1,0,0,1,1,1,39.0,1,1
10630,7,0,3,7,7,7,12.428571428571429,1,7
43152,2,0,1,2,2,2,10.0,1,2
69637,1,0,1,1,1,1,11.0,1,1
58792,4,0,2,4,4,4,10.75,1,3
57636,2,0,1,2,2,2,9.0,1,2
23739,1,0,0,1,1,1,10.0,1,1
59469,2,0,1,2,2,2,14.5,1,2
70399,1,0,1,1,1,1,10.0,1,1
18435,2,0,0,2,2,2,9.0,1,1
66228,1,0,1,1,1,1,10.0,1,1
65687,1,0,1,1,1,1,10.0,1,1
19388,2,0,2,2,2,2,10.0,1,2
58438,6,1,2,6,6,6,9.5,1,5
55923,2,0,0,2,2,2,8.5,1,2
39266,2,0,1,2,2,2,13.5,1,2
41103,8,0,5,8,8,7,10.25,2,8
9294,2,0,2,2,2,2,17.0,1,2
47133,3,0,1,3,3,3,9.0,1,3
37719,4,0,3,4,4,4,7.0,1,4
37638,2,0,2,2,2,2,7.0,1,2
59891,2,0,1,2,2,2,13.5,1,2
18148,7,2,4,7,7,7,16.857142857142858,1,7
65992,3,0,3,3,3,3,21.0,1,3
29367,2,0,2,2,2,2,9.5,1,2
25184,3,0,2,3,3,3,11.333333333333334,1,3
37609,3,0,1,3,3,3,7.0,1,3
27401,16,0,5,16,16,15,11.875,1,13
